project_id,title,description,domain,priority,required_team_size_min,required_team_size_max,required_team_size_target,required_roles,required_skills,tech_requirements,duration_weeks,target_start_date,status,current_staffing_count,current_staffed_ids
P1039,Adaptive Fraud Detection 2.0,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,1,9,12,9,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 9}]","[{""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.7}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.64}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.12}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 0.61}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.76}]","[""BigQuery""]",23,2026-09-21,completed,2,[]
P1040,Petabyte-Scale Traffic Predictor,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,4,9,14,12,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 11}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 1.02}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.98}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.02}, {""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.95}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.78}]","[""SRE/Observability"", ""Cloud (GCP/AWS)"", ""Machine Learning"", ""Databases""]",23,2026-10-02,completed,4,[]
P1041,Distributed Calendar Backend Rewrite,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,5,10,14,12,"[{""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 12}]","[{""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.76}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.98}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.04}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.1}]","[""SRE/Observability"", ""JavaScript/TypeScript"", ""Cloud (GCP/AWS)"", ""Distributed Systems""]",9,2026-09-30,completed,10,[]
P1042,Self-Serve Networking Fabric,A high-impact Cloud effort focused on shipping production-grade infrastructure.,Cloud,4,9,12,10,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 9}]","[{""skill"": ""Cloud (GCP/AWS)"", ""min_proficiency"": 3, ""weight"": 0.7}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 0.61}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.92}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 1.04}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 4, ""weight"": 0.7}]","[""Machine Learning"", ""Performance Optimization"", ""Kubernetes"", ""Distributed Systems""]",49,2026-06-29,completed,3,[]
P1043,Streaming Recommendation Engine 2.0,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,2,5,9,5,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 5}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.62}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.84}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.15}]","[""Backend APIs"", ""Machine Learning"", ""Distributed Systems""]",12,2026-08-28,completed,4,[]
P1044,Cross-Platform Rendering Engine 2.0,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,1,3,7,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 3}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.7}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.66}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.83}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.02}]","[""Frontend"", ""SRE/Observability""]",50,2026-07-02,completed,3,[]
P1045,Cross-Platform Settlement Engine,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,3,8,11,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 10}]","[{""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.61}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.74}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.72}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 0.65}]","[""Machine Learning""]",20,2026-10-06,completed,8,[]
P1046,On-Device Budget Optimizer,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,1,6,10,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 4}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 1.15}, {""skill"": ""BigQuery"", ""min_proficiency"": 3, ""weight"": 0.88}, {""skill"": ""Data Engineering"", ""min_proficiency"": 4, ""weight"": 0.88}]","[""Backend APIs"", ""Java"", ""Product Sense"", ""Machine Learning""]",24,2026-09-13,completed,4,[]
P1047,Distributed Recommendation Engine,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,5,3,6,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 5}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.1}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.97}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.7}]","[""Databases"", ""Data Engineering"", ""Frontend""]",27,2026-08-01,completed,4,[]
P1048,Zero-Trust Attribution Engine,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,4,4,7,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 5}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.82}, {""skill"": ""BigQuery"", ""min_proficiency"": 4, ""weight"": 1.06}, {""skill"": ""Data Engineering"", ""min_proficiency"": 4, ""weight"": 1.05}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.11}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.85}, {""skill"": ""Product Sense"", ""min_proficiency"": 3, ""weight"": 0.77}]","[""Kubernetes"", ""Go"", ""Python"", ""Databases""]",46,2026-08-10,completed,3,[]
P1049,Cross-Platform Routing Engine,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,3,7,11,9,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 9}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.89}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.76}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.63}, {""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 1.11}]","[""Frontend"", ""Security""]",41,2026-07-31,completed,6,[]
P1050,Unified Permissions Layer,A high-impact Android effort focused on shipping production-grade infrastructure.,Android,4,3,6,6,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 6}]","[{""skill"": ""Android"", ""min_proficiency"": 3, ""weight"": 1.01}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 1.05}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.93}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.82}, {""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 1.13}]","[""Java""]",17,2026-08-24,completed,5,[]
P1051,On-Device Watch-Next Service Rewrite,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,5,3,6,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 4}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 1.05}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.62}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.74}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.87}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.96}, {""skill"": ""Go"", ""min_proficiency"": 3, ""weight"": 0.73}]","[""Machine Learning"", ""Python"", ""Cloud (GCP/AWS)"", ""SRE/Observability""]",52,2026-10-07,completed,2,[]
P1052,Distributed Geocoder Rewrite,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,2,4,9,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 4}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.8}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 1.01}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.83}, {""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.94}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.78}]","[""Cloud (GCP/AWS)"", ""Python"", ""TensorFlow/PyTorch"", ""Databases""]",9,2026-10-14,completed,4,[]
P1053,Unified Editor Core 2.0,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,2,4,7,7,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 7}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.84}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.71}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.06}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 1.06}, {""skill"": ""Product Sense"", ""min_proficiency"": 3, ""weight"": 0.88}, {""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 1.06}]","[""SRE/Observability"", ""C++""]",43,2026-07-17,completed,5,[]
P1054,Next-Gen Model Serving Stack,A high-impact AI Platform effort focused on shipping production-grade infrastructure.,AI Platform,2,5,9,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 4}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.72}, {""skill"": ""TensorFlow/PyTorch"", ""min_proficiency"": 3, ""weight"": 1.18}, {""skill"": ""Python"", ""min_proficiency"": 3, ""weight"": 1.0}, {""skill"": ""Data Engineering"", ""min_proficiency"": 3, ""weight"": 1.17}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 1.01}]","[""Performance Optimization"", ""Backend APIs"", ""Frontend""]",9,2026-08-15,completed,3,[]
P1055,Federated Targeting Pipeline v2,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,5,7,12,10,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 10}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 1.0}, {""skill"": ""BigQuery"", ""min_proficiency"": 3, ""weight"": 1.09}, {""skill"": ""Data Engineering"", ""min_proficiency"": 3, ""weight"": 1.07}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.88}]","[""Cloud (GCP/AWS)""]",48,2026-08-15,completed,6,[]
P1056,Self-Serve Rendering Engine v2,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,2,3,7,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 5}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 1.16}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.67}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 1.16}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.85}]","[""Machine Learning""]",9,2026-09-01,completed,7,[]
P1057,Unified Routing Engine v2,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,1,10,15,10,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 8}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 1.05}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.0}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.87}, {""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 1.17}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.98}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.98}]","[""Backend APIs""]",45,2026-09-23,completed,3,[]
P1058,Privacy-First Calendar Backend 2.0,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,4,3,6,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 4}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.98}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 1.2}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.72}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.77}]","[""Distributed Systems"", ""Kubernetes"", ""TensorFlow/PyTorch"", ""Security""]",51,2026-10-11,completed,5,[]
P1059,Real-Time Query Understanding 2.0,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,1,4,7,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 4}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.17}, {""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.82}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.71}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.94}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.09}]","[""Frontend"", ""Python"", ""JavaScript/TypeScript"", ""BigQuery""]",23,2026-08-15,completed,4,[]
P1060,Adaptive Recommendation Engine,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,3,3,6,5,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 5}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.18}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.1}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.1}]","[""SRE/Observability"", ""Data Engineering"", ""Security"", ""Android""]",25,2026-09-27,completed,5,[]
P1061,Cross-Platform Checkout Flow 2.0,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,2,5,8,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 5}]","[{""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.95}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 1.18}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.68}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 1.17}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.96}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.71}]","[""Python"", ""Cloud (GCP/AWS)""]",34,2026-08-17,completed,2,[]
P1062,Zero-Trust Storage Layer,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,5,8,11,9,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 8}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 1.05}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 1.12}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 4, ""weight"": 0.93}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 1.03}]","[""Backend APIs"", ""Python"", ""BigQuery""]",15,2026-07-29,completed,6,[]
P1063,Adaptive Geocoder Rewrite,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,2,3,7,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 3}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.61}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.14}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.78}, {""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 1.16}]","[""BigQuery""]",49,2026-09-20,completed,3,[]
P1064,Adaptive Ranking Engine 2.0,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,3,3,6,5,"[{""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 4}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.99}, {""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.78}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.78}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.8}]","[""Data Engineering"", ""TensorFlow/PyTorch""]",22,2026-07-01,completed,5,[]
P1065,Cross-Platform Risk Scoring,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,4,3,8,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 4}]","[{""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.65}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.75}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.87}]","[""Performance Optimization"", ""TensorFlow/PyTorch"", ""SRE/Observability"", ""JavaScript/TypeScript""]",49,2026-09-29,completed,4,[]
P1066,Generative Ranking Engine,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,3,5,9,8,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 8}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.66}, {""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.9}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.72}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.64}]","[""Go"", ""Performance Optimization"", ""Distributed Systems"", ""Java""]",17,2026-09-24,completed,4,[]
